"vidid","adview"
"VID_15917",5
"VID_9570",3
"VID_11907",3
"VID_23040",4
"VID_23418",3
"VID_3402",3
"VID_784",6
"VID_9459",11
"VID_14437",5
"VID_11004",3
"VID_18896",3
"VID_10256",9
"VID_17618",7
"VID_22331",41
"VID_3752",4
"VID_12128",3
"VID_5781",12
"VID_22852",4
"VID_3982",3
"VID_12789",4
"VID_10045",3
"VID_16750",4
"VID_4877",5
"VID_21679",4
"VID_4105",3
"VID_10655",15
"VID_17768",3
"VID_2849",3
"VID_3663",4
"VID_4544",5
"VID_2207",3
"VID_7078",2
"VID_13144",4
"VID_4884",3
"VID_852",2
"VID_12131",4
"VID_16562",4
"VID_9009",4
"VID_13487",7
"VID_14576",4
"VID_16832",3
"VID_17985",3
"VID_21569",7
"VID_4951",3
"VID_18135",52
"VID_1962",3
"VID_23091",3
"VID_23077",3
"VID_9672",3
"VID_20332",6
"VID_4113",5
"VID_6555",4
"VID_6209",4
"VID_23570",3
"VID_14917",4
"VID_17109",3
"VID_6136",3
"VID_3040",16
"VID_9886",4
"VID_18657",6
"VID_2394",2
"VID_1352",4
"VID_8297",3
"VID_10112",4
"VID_4262",3
"VID_10461",3
"VID_1952",8
"VID_10504",4
"VID_10590",3
"VID_18256",3
"VID_19145",2
"VID_20784",326
"VID_448",4
"VID_6293",4
"VID_4462",3
"VID_6650",21
"VID_11002",9
"VID_17404",4
"VID_2118",2
"VID_3642",4
"VID_7963",4
"VID_1340",5
"VID_6769",4
"VID_23631",4
"VID_21726",30
"VID_11721",4
"VID_1553",5
"VID_541",2
"VID_2429",4
"VID_13505",2
"VID_23404",6
"VID_6298",3
"VID_13722",16
"VID_19086",10
"VID_19421",5
"VID_3997",4
"VID_5230",2
"VID_14597",4
"VID_22282",13
"VID_3986",15
"VID_13078",7
"VID_5677",4
"VID_7886",5
"VID_20821",8
"VID_13253",4
"VID_3632",3
"VID_15975",3
"VID_22577",5
"VID_15223",4
"VID_11245",6
"VID_1802",3
"VID_7434",4
"VID_11313",4
"VID_2900",38
"VID_106",6
"VID_9784",6
"VID_15561",3
"VID_20893",12
"VID_4174",6
"VID_1295",17
"VID_701",2
"VID_13718",5
"VID_15384",4
"VID_7332",1
"VID_21757",6
"VID_16022",4
"VID_16236",3
"VID_4337",5
"VID_20636",4
"VID_639",4
"VID_3511",4
"VID_5508",3
"VID_6281",5
"VID_15053",4
"VID_3435",6
"VID_8616",5
"VID_14044",3
"VID_6493",6
"VID_3158",5
"VID_10253",26
"VID_3001",2
"VID_20951",3
"VID_5750",5
"VID_11466",4
"VID_9642",78
"VID_15556",8
"VID_14167",5
"VID_16180",4
"VID_5456",3
"VID_926",4
"VID_16685",6
"VID_14228",3
"VID_14720",3
"VID_18717",10
"VID_10635",5
"VID_20840",40
"VID_3096",4
"VID_3244",6
"VID_21373",9
"VID_5533",4
"VID_4549",4
"VID_22471",25
"VID_3835",4
"VID_17761",6
"VID_5721",6
"VID_510",3
"VID_19978",3
"VID_15191",4
"VID_17998",4
"VID_23349",4
"VID_13271",3
"VID_16457",6
"VID_21777",8
"VID_6416",4
"VID_11087",5
"VID_7437",3
"VID_22835",4
"VID_8283",5
"VID_13522",4
"VID_7611",4
"VID_8984",5
"VID_10628",4
"VID_9849",2
"VID_1968",2
"VID_11578",5
"VID_2237",4
"VID_15132",3
"VID_12746",3
"VID_3130",5
"VID_9593",3
"VID_10652",84
"VID_14015",6
"VID_7116",3
"VID_19028",4
"VID_17430",4
"VID_21788",8
"VID_15831",4
"VID_5942",3
"VID_15029",9
"VID_4352",4
"VID_21653",9
"VID_6190",4
"VID_7095",3
"VID_2485",3
"VID_6437",4
"VID_11325",5
"VID_13363",3
"VID_6398",3
"VID_10189",2
"VID_18253",5
"VID_15829",3
"VID_12349",8
"VID_11887",5
"VID_22327",4
"VID_10815",5
"VID_1776",4
"VID_3175",3
"VID_21068",20
"VID_7316",3
"VID_21999",11
"VID_19345",10
"VID_3700",4
"VID_7802",7
"VID_2126",3
"VID_1254",6
"VID_18091",3
"VID_323",2
"VID_605",6
"VID_22819",20
"VID_6178",5
"VID_20098",5
"VID_18451",4
"VID_21177",4
"VID_6010",7
"VID_21931",5
"VID_14297",4
"VID_19770",5
"VID_18120",5
"VID_1563",8
"VID_976",4
"VID_5235",7
"VID_4540",4
"VID_17883",2
"VID_16527",3
"VID_1118",11
"VID_22359",4
"VID_10076",3
"VID_654",9
"VID_15065",3
"VID_16385",3
"VID_767",9
"VID_18898",3
"VID_11910",4
"VID_11880",6
"VID_23174",4
"VID_6947",3
"VID_23593",3
"VID_20704",3
"VID_6935",6
"VID_19859",34
"VID_6578",3
"VID_9747",4
"VID_13132",3
"VID_8734",3
"VID_22732",3
"VID_18516",7
"VID_1949",5
"VID_22124",11
"VID_8310",2
"VID_14424",4
"VID_18895",59
"VID_13210",4
"VID_14732",4
"VID_6603",3
"VID_19754",19
"VID_9276",3
"VID_6369",3
"VID_12207",3
"VID_11183",4
"VID_18547",3
"VID_12303",4
"VID_1587",11
"VID_22246",13
"VID_16300",5
"VID_4282",4
"VID_12064",4
"VID_20842",12
"VID_21172",5
"VID_4541",5
"VID_12477",4
"VID_18127",5
"VID_1502",3
"VID_18016",8
"VID_10950",4
"VID_11735",3
"VID_11959",5
"VID_20482",5
"VID_5816",9
"VID_7301",3
"VID_226",4
"VID_20856",3
"VID_5107",3
"VID_11678",3
"VID_23497",5
"VID_6797",5
"VID_22106",29
"VID_10151",2
"VID_6725",6
"VID_2435",3
"VID_17908",4
"VID_454",7
"VID_23067",2
"VID_21609",2
"VID_3253",5
"VID_5935",4
"VID_1568",4
"VID_14804",8
"VID_22087",11
"VID_9497",194
"VID_4592",17
"VID_5831",4
"VID_11356",4
"VID_17667",3
"VID_13649",11
"VID_7974",4
"VID_6013",3
"VID_4389",2
"VID_19030",6
"VID_832",10
"VID_14244",4
"VID_282",3
"VID_17406",3
"VID_12603",4
"VID_4580",8
"VID_9481",10
"VID_22005",15
"VID_20093",4
"VID_3816",2
"VID_12403",7
"VID_16868",6
"VID_11701",14
"VID_16884",10
"VID_7812",4
"VID_1655",11
"VID_21729",8
"VID_6951",5
"VID_17539",5
"VID_2956",6
"VID_10006",4
"VID_14881",4
"VID_1138",6
"VID_14030",5
"VID_3201",14
"VID_17876",24
"VID_20857",4
"VID_2154",10
"VID_5544",2
"VID_10712",2
"VID_6910",4
"VID_2882",4
"VID_15719",3
"VID_2706",4
"VID_143",5
"VID_10659",5
"VID_22669",10
"VID_3256",3
"VID_18252",12
"VID_137",6
"VID_8672",17
"VID_12118",2
"VID_6922",4
"VID_17178",3
"VID_4557",2
"VID_8160",3
"VID_6384",4
"VID_23225",3
"VID_17567",4
"VID_3948",2
"VID_9140",3
"VID_7953",6
"VID_11092",4
"VID_1181",11
"VID_8841",3
"VID_1656",18
"VID_1754",3
"VID_9938",4
"VID_14679",5
"VID_19110",17
"VID_17072",3
"VID_18196",2
"VID_14429",8
"VID_20829",8
"VID_1727",25
"VID_4614",7
"VID_16758",4
"VID_44",3
"VID_15213",6
"VID_1709",13
"VID_5094",7
"VID_15523",3
"VID_14180",3
"VID_17357",4
"VID_23027",2
"VID_9263",5
"VID_739",3
"VID_4921",3
"VID_12691",2
"VID_3569",3
"VID_5953",4
"VID_21747",15
"VID_9598",3
"VID_176",4
"VID_19040",11
"VID_6705",5
"VID_21343",18
"VID_4162",6
"VID_22679",12
"VID_19508",2
"VID_2131",2
"VID_9655",4
"VID_4729",3
"VID_21712",4
"VID_23591",3
"VID_1571",8
"VID_19048",8
"VID_10794",5
"VID_8462",67
"VID_7572",7
"VID_19660",2
"VID_10977",7
"VID_18270",3
"VID_10621",4
"VID_20459",13
"VID_8902",4
"VID_8879",4
"VID_23588",3
"VID_21748",7
"VID_17517",5
"VID_17678",8
"VID_12011",3
"VID_21869",4
"VID_7035",3
"VID_915",8
"VID_3330",4
"VID_21146",3
"VID_5812",6
"VID_21236",8
"VID_19792",13
"VID_11920",2
"VID_8060",3
"VID_11201",3
"VID_4814",3
"VID_2255",24
"VID_1557",7
"VID_4517",5
"VID_1847",4
"VID_12468",5
"VID_17563",7
"VID_6092",4
"VID_8505",3
"VID_3145",4
"VID_4523",4
"VID_5572",4
"VID_15622",2
"VID_23664",9
"VID_1199",8
"VID_20859",2
"VID_20219",3
"VID_14843",2
"VID_10143",5
"VID_18589",4
"VID_12417",7
"VID_13581",4
"VID_3415",5
"VID_17443",8
"VID_4628",2
"VID_2661",4
"VID_7209",3
"VID_7870",9
"VID_17045",3
"VID_20063",5
"VID_11909",4
"VID_17225",3
"VID_14680",4
"VID_7326",4
"VID_15140",5
"VID_2324",2
"VID_2936",9
"VID_18115",5
"VID_9316",2
"VID_18367",3
"VID_15205",4
"VID_3068",2
"VID_6319",4
"VID_14285",8
"VID_20949",131
"VID_7519",5
"VID_5836",6
"VID_20268",14
"VID_12833",2
"VID_17659",7
"VID_7137",3
"VID_22579",4
"VID_21681",61
"VID_2911",8
"VID_23348",3
"VID_15619",3
"VID_10327",4
"VID_13590",3
"VID_9793",5
"VID_22698",37
"VID_2798",4
"VID_15022",5
"VID_23502",5
"VID_865",4
"VID_12126",4
"VID_10439",9
"VID_3103",3
"VID_10764",4
"VID_20169",4
"VID_20766",5
"VID_20512",11
"VID_21472",2
"VID_18887",5
"VID_922",3
"VID_21984",13
"VID_16563",5
"VID_16788",4
"VID_17778",3
"VID_1904",11
"VID_928",4
"VID_12845",4
"VID_6422",4
"VID_10221",292
"VID_15977",4
"VID_21774",5
"VID_19891",4
"VID_23519",3
"VID_9823",12
"VID_17541",3
"VID_15111",5
"VID_19743",20
"VID_5621",6
"VID_7492",4
"VID_4974",3
"VID_3104",3
"VID_22084",5
"VID_8234",4
"VID_13324",11
"VID_18874",4
"VID_12753",3
"VID_3226",3
"VID_5911",5
"VID_18670",11
"VID_13918",3
"VID_22137",6
"VID_5582",4
"VID_17134",3
"VID_6065",3
"VID_7714",4
"VID_19758",4
"VID_5181",4
"VID_11772",4
"VID_10293",2
"VID_18907",5
"VID_11238",5
"VID_9684",3
"VID_14439",2
"VID_3502",3
"VID_4648",4
"VID_13653",10
"VID_7319",3
"VID_22221",5
"VID_10521",4
"VID_23193",3
"VID_9209",3
"VID_386",30
"VID_41",2
"VID_4129",4
"VID_1323",2
"VID_19618",12
"VID_6806",5
"VID_5608",4
"VID_8789",6
"VID_16467",5
"VID_3723",4
"VID_4399",4
"VID_259",4
"VID_17597",4
"VID_21110",7
"VID_293",5
"VID_22872",5
"VID_3543",4
"VID_17344",5
"VID_2219",2
"VID_4004",4
"VID_4449",11
"VID_3243",4
"VID_11767",3
"VID_19467",3
"VID_16918",2
"VID_8455",3
"VID_20744",5
"VID_20358",5
"VID_23417",2
"VID_4859",5
"VID_21291",4
"VID_2742",2
"VID_932",5
"VID_4665",3
"VID_1931",5
"VID_834",11
"VID_16455",4
"VID_18695",2
"VID_12570",4
"VID_3363",3
"VID_1429",6
"VID_23147",3
"VID_370",3
"VID_8257",21
"VID_14746",5
"VID_12892",4
"VID_9440",2
"VID_6662",3
"VID_2439",3
"VID_18596",6
"VID_5669",5
"VID_20658",4
"VID_5661",5
"VID_19314",3
"VID_21996",3
"VID_4895",4
"VID_17999",10
"VID_1786",10
"VID_23173",3
"VID_7943",19
"VID_12577",5
"VID_17318",5
"VID_21978",4
"VID_11917",5
"VID_7819",4
"VID_16076",2
"VID_1612",5
"VID_17300",3
"VID_19434",4
"VID_5088",4
"VID_21732",6
"VID_12730",7
"VID_1460",5
"VID_17895",2
"VID_16178",3
"VID_22430",43
"VID_12248",11
"VID_18022",2
"VID_3374",3
"VID_3356",5
"VID_23558",4
"VID_21886",4
"VID_12680",4
"VID_5318",4
"VID_18729",46
"VID_3743",3
"VID_22340",7
"VID_7883",3
"VID_14571",3
"VID_20046",3
"VID_14313",4
"VID_19082",2
"VID_11669",2
"VID_2403",2
"VID_7712",3
"VID_18609",2
"VID_11421",5
"VID_17566",5
"VID_18756",11
"VID_4247",3
"VID_873",12
"VID_5746",5
"VID_13164",4
"VID_7328",3
"VID_12080",5
"VID_6225",4
"VID_21762",45
"VID_7152",4
"VID_18531",3
"VID_13933",5
"VID_20645",2
"VID_7912",4
"VID_3764",3
"VID_1419",4
"VID_10266",3
"VID_17267",11
"VID_17708",6
"VID_14260",5
"VID_22827",14
"VID_15849",4
"VID_6295",4
"VID_4035",3
"VID_15408",4
"VID_17222",4
"VID_6272",3
"VID_11058",6
"VID_7933",3
"VID_10786",6
"VID_15374",5
"VID_19008",5
"VID_2844",2
"VID_12873",4
"VID_1355",24
"VID_19948",3
"VID_13963",3
"VID_21011",4
"VID_21482",24
"VID_21047",2
"VID_4720",6
"VID_22653",5
"VID_17703",4
"VID_13037",3
"VID_18144",5
"VID_23720",4
"VID_15700",3
"VID_2508",5
"VID_22904",35
"VID_17530",3
"VID_18410",15
"VID_1699",2
"VID_13566",7
"VID_8420",2
"VID_11889",4
"VID_895",5
"VID_3134",3
"VID_10710",8
"VID_4238",3
"VID_11849",4
"VID_2588",4
"VID_6522",4
"VID_12950",168
"VID_11709",5
"VID_16269",2
"VID_364",3
"VID_2644",4
"VID_23659",7
"VID_2730",3
"VID_1454",7
"VID_2825",4
"VID_20225",13
"VID_1489",2
"VID_23715",6
"VID_12821",4
"VID_11847",5
"VID_7640",5
"VID_19332",2
"VID_5762",6
"VID_20998",6
"VID_11454",3
"VID_17762",3
"VID_691",3
"VID_21981",4
"VID_14040",3
"VID_5138",5
"VID_2373",2
"VID_6714",5
"VID_19344",9
"VID_6267",5
"VID_7897",7
"VID_13511",5
"VID_6917",5
"VID_3310",7
"VID_14906",3
"VID_7881",7
"VID_13142",3
"VID_15795",2
"VID_18665",3
"VID_2431",2
"VID_13625",327
"VID_2025",2
"VID_1001",3
"VID_3076",3
"VID_16999",5
"VID_22546",3
"VID_22344",3
"VID_20339",2
"VID_504",14
"VID_17790",3
"VID_3641",4
"VID_18275",6
"VID_14821",3
"VID_1580",4
"VID_9979",6
"VID_21425",13
"VID_6419",4
"VID_6374",3
"VID_23257",4
"VID_6998",2
"VID_8926",3
"VID_4243",6
"VID_14086",5
"VID_22645",6
"VID_21879",18
"VID_9573",5
"VID_1998",5
"VID_14137",5
"VID_7136",5
"VID_9981",4
"VID_11657",7
"VID_7110",3
"VID_21099",3
"VID_1543",18
"VID_5706",3
"VID_23139",3
"VID_5755",4
"VID_13994",4
"VID_11854",4
"VID_18964",7
"VID_14089",2
"VID_1725",4
"VID_14435",4
"VID_13519",3
"VID_6687",5
"VID_992",5
"VID_13255",4
"VID_8720",3
"VID_22967",12
"VID_21862",5
"VID_1011",4
"VID_18429",3
"VID_19556",2
"VID_11414",4
"VID_4631",5
"VID_886",2
"VID_18079",12
"VID_16482",2
"VID_23628",4
"VID_2940",3
"VID_22096",8
"VID_18014",5
"VID_8405",3
"VID_7807",6
"VID_12928",5
"VID_23436",3
"VID_2351",4
"VID_22593",296
"VID_10735",3
"VID_9377",2
"VID_12438",5
"VID_20892",6
"VID_1087",25
"VID_5149",6
"VID_1085",6
"VID_16895",3
"VID_10319",3
"VID_4222",4
"VID_13244",4
"VID_14100",5
"VID_4217",3
"VID_10197",2019
"VID_3220",4
"VID_13107",4
"VID_6301",3
"VID_15202",3
"VID_8263",4
"VID_10766",2
"VID_6885",10
"VID_8141",5
"VID_20428",4
"VID_14824",3
"VID_7651",4
"VID_10878",7
"VID_4263",5
"VID_9922",4
"VID_6475",4
"VID_15557",3
"VID_17806",9
"VID_17324",2
"VID_19027",3
"VID_21128",3
"VID_3196",5
"VID_9196",4
"VID_17497",4
"VID_11413",4
"VID_10917",4
"VID_22606",3
"VID_9824",5
"VID_23286",7
"VID_9752",6
"VID_13761",5
"VID_21939",16
"VID_535",4
"VID_23444",2
"VID_1499",4
"VID_5034",5
"VID_9413",4
"VID_6244",5
"VID_23106",3
"VID_19719",2
"VID_4412",2
"VID_18926",9
"VID_23637",3
"VID_18666",5
"VID_21005",7
"VID_18951",3
"VID_9165",4
"VID_3715",4
"VID_10362",4
"VID_2231",4
"VID_9123",2
"VID_577",4
"VID_11922",4
"VID_11881",4
"VID_21127",3
"VID_14805",4
"VID_19323",7
"VID_10125",4
"VID_1717",5
"VID_1819",11
"VID_1609",5
"VID_18343",4
"VID_4800",3
"VID_4740",2
"VID_6502",4
"VID_9232",4
"VID_13675",3
"VID_2567",3
"VID_3546",3
"VID_23743",3
"VID_23270",3
"VID_12998",4
"VID_21509",5
"VID_3602",2
"VID_21989",4
"VID_5159",4
"VID_20289",3
"VID_7900",3
"VID_3558",3
"VID_1764",3
"VID_13204",3
"VID_5433",5
"VID_12037",4
"VID_19320",11
"VID_437",28
"VID_17153",3
"VID_2276",5
"VID_8949",4
"VID_16265",1855
"VID_4154",5
"VID_10593",2
"VID_10169",4
"VID_7906",12
"VID_6160",3
"VID_13735",4
"VID_20644",6
"VID_22389",10
"VID_18986",3
"VID_20038",2
"VID_8929",6
"VID_20100",18
"VID_22080",2
"VID_2332",2
"VID_20975",6
"VID_10824",2
"VID_15323",8
"VID_20227",16
"VID_9309",5
"VID_23675",4
"VID_7155",8
"VID_2486",2
"VID_16861",3
"VID_8262",3
"VID_23488",4
"VID_7263",3
"VID_20886",6
"VID_9753",5
"VID_8774",5
"VID_17309",4
"VID_5337",4
"VID_3417",3
"VID_8173",3
"VID_22302",3
"VID_19169",4
"VID_1565",5
"VID_6686",5
"VID_15440",3
"VID_1331",11
"VID_19093",5
"VID_10763",1
"VID_9601",6
"VID_15982",3
"VID_3000",3
"VID_1963",4
"VID_9075",4
"VID_16285",6
"VID_19832",824
"VID_21280",3
"VID_2264",15
"VID_14929",3
"VID_15811",2
"VID_22700",13
"VID_20594",6
"VID_15193",5
"VID_7700",10
"VID_2820",2
"VID_812",6
"VID_11751",3
"VID_22881",3
"VID_958",7
"VID_17729",4
"VID_11596",3
"VID_19325",2
"VID_2190",3
"VID_13073",3
"VID_6840",4
"VID_12225",4
"VID_5837",4
"VID_18859",2
"VID_3769",4
"VID_2115",11
"VID_3746",3
"VID_4813",4
"VID_17143",5
"VID_8066",4
"VID_17772",5
"VID_10821",5
"VID_10238",3
"VID_5016",7
"VID_19825",6
"VID_23632",11
"VID_22367",5
"VID_19159",11
"VID_5258",4
"VID_2447",2
"VID_2285",5
"VID_9562",5
"VID_8430",3
"VID_20007",6
"VID_12308",4
"VID_4198",4
"VID_17417",3
"VID_16302",9
"VID_14813",2
"VID_17865",3
"VID_16200",2
"VID_2072",5
"VID_9596",10
"VID_6098",4
"VID_17429",3
"VID_21895",3
"VID_9835",3
"VID_10989",5
"VID_2035",5
"VID_12355",5
"VID_12657",4
"VID_19220",6
"VID_19275",8
"VID_19369",3
"VID_18225",5
"VID_9897",17
"VID_10933",4
"VID_12062",5
"VID_3268",7
"VID_2127",2
"VID_1366",7
"VID_798",3
"VID_11037",3
"VID_8945",3
"VID_17210",3
"VID_6112",4
"VID_22798",3
"VID_19582",4
"VID_1276",17
"VID_19072",11
"VID_4995",4
"VID_14521",11
"VID_6580",6
"VID_7648",6
"VID_13218",5
"VID_12709",3
"VID_4152",4
"VID_5017",4
"VID_12246",5
"VID_3971",4
"VID_388",5
"VID_303",3
"VID_18386",5
"VID_8321",4
"VID_761",3
"VID_6250",3
"VID_3051",3
"VID_8930",4
"VID_23327",5
"VID_10395",3
"VID_6038",5
"VID_15890",3
"VID_13023",2
"VID_15120",7
"VID_11617",5
"VID_18165",22
"VID_5280",5
"VID_5648",3
"VID_10782",5
"VID_21087",5
"VID_21352",25
"VID_9585",3
"VID_6821",4
"VID_15087",7
"VID_19654",6
"VID_10413",4
"VID_22027",8
"VID_5081",9
"VID_6452",4
"VID_16047",3
"VID_14887",4
"VID_12293",5
"VID_10093",4
"VID_12852",4
"VID_2498",3
"VID_7027",2
"VID_2493",3
"VID_21706",7
"VID_14603",3
"VID_5878",3
"VID_965",3
"VID_9432",2
"VID_9060",21
"VID_6273",4
"VID_20500",2
"VID_18347",2
"VID_12503",4
"VID_19854",84
"VID_3007",4
"VID_10533",4
"VID_7212",4
"VID_6928",4
"VID_10737",2
"VID_11747",2
"VID_7988",5
"VID_8302",4
"VID_13951",3
"VID_6027",3
"VID_15919",1
"VID_14027",4
"VID_3261",5
"VID_4875",4
"VID_13573",4
"VID_22534",8
"VID_11699",3
"VID_9756",381
"VID_18923",5
"VID_14146",8
"VID_7005",3
"VID_17570",10
"VID_10623",4
"VID_20406",6
"VID_9855",22
"VID_4293",4
"VID_16121",2
"VID_6836",3
"VID_21469",6
"VID_4587",4
"VID_15753",5
"VID_19328",6
"VID_6206",3
"VID_14693",4
"VID_2621",4
"VID_6674",4
"VID_6064",4
"VID_1561",4
"VID_20424",5
"VID_1743",3
"VID_634",4
"VID_3729",4
"VID_14834",7
"VID_1112",4
"VID_12556",2
"VID_17801",3
"VID_15945",2
"VID_22283",5
"VID_20449",14
"VID_19298",1
"VID_13682",4
"VID_22045",4
"VID_22228",3
"VID_10447",4
"VID_10550",5
"VID_16309",14
"VID_14611",8
"VID_10091",5
"VID_4195",3
"VID_21884",5
"VID_2200",2
"VID_14959",3
"VID_22060",3
"VID_3760",3
"VID_5295",4
"VID_15783",4
"VID_17910",3
"VID_17958",3
"VID_18047",4
"VID_20926",4
"VID_3731",3
"VID_994",4
"VID_13333",4
"VID_8368",4
"VID_5073",3
"VID_20503",10
"VID_10522",4
"VID_19652",6
"VID_4881",3
"VID_18340",8
"VID_10149",4
"VID_5158",4
"VID_18273",3
"VID_13454",4
"VID_13681",4
"VID_19689",3
"VID_21289",8
"VID_6464",4
"VID_13637",3
"VID_9351",14
"VID_8366",2
"VID_23188",5
"VID_12067",4
"VID_8565",17
"VID_20572",3
"VID_22159",4
"VID_19319",3
"VID_12375",4
"VID_17832",4
"VID_7709",2
"VID_7814",3
"VID_14806",7
"VID_19850",4
"VID_243",12
"VID_15442",3
"VID_7036",3
"VID_380",2
"VID_15738",3
"VID_6106",3
"VID_13875",5
"VID_7114",3
"VID_21784",3
"VID_18238",4
"VID_2632",3
"VID_13335",3
"VID_11278",4
"VID_20865",6
"VID_5590",4
"VID_10834",7
"VID_14776",5
"VID_14535",4
"VID_20753",3
"VID_11716",3
"VID_6442",3
"VID_14855",3
"VID_5618",3
"VID_15705",2
"VID_21268",5
"VID_6719",4
"VID_12439",4
"VID_19495",10
"VID_1413",5
"VID_19700",8
"VID_18724",17
"VID_20607",4
"VID_67",3
"VID_17220",7
"VID_5923",4
"VID_15913",7
"VID_16408",4
"VID_16364",7
"VID_16933",5
"VID_15529",3
"VID_11148",4
"VID_12324",3
"VID_5617",8
"VID_7904",3
"VID_16263",4
"VID_12364",3
"VID_12538",3
"VID_22150",4
"VID_3643",6
"VID_1672",17
"VID_12028",4
"VID_9769",7
"VID_5028",4
"VID_15031",5
"VID_4006",4
"VID_13135",2
"VID_17048",4
"VID_13862",4
"VID_22781",5
"VID_4286",5
"VID_15754",2
"VID_6118",4
"VID_12929",4
"VID_20172",8
"VID_12981",4
"VID_19861",2
"VID_23691",4
"VID_6638",4
"VID_8177",2
"VID_15137",5
"VID_10369",4
"VID_18888",4
"VID_968",5
"VID_15157",7
"VID_23693",4
"VID_14298",5
"VID_20552",7
"VID_9109",3
"VID_3272",5
"VID_19926",60
"VID_5432",2
"VID_19362",3
"VID_2721",5
"VID_11957",8
"VID_8323",9
"VID_645",6
"VID_2783",4
"VID_13684",4
"VID_18745",17
"VID_2193",2
"VID_19488",3
"VID_6168",3
"VID_21456",3
"VID_7573",4
"VID_20065",9
"VID_11804",3
"VID_15866",2
"VID_13110",4
"VID_7220",5
"VID_16965",4
"VID_20407",20
"VID_19807",6
"VID_22434",7
"VID_11886",5
"VID_19299",4
"VID_2583",3
"VID_4770",5
"VID_3421",3
"VID_18263",3
"VID_22062",6
"VID_21908",8
"VID_8584",2
"VID_3106",3
"VID_7464",4
"VID_684",2
"VID_13709",3
"VID_23655",4
"VID_8589",2
"VID_4824",4
"VID_12596",2
"VID_9452",4
"VID_14432",7
"VID_7849",3
"VID_6822",3
"VID_392",4
"VID_12777",4
"VID_13616",122
"VID_15792",4
"VID_11060",7
"VID_18182",4
"VID_12237",3
"VID_15759",3
"VID_15351",4
"VID_16436",36
"VID_16993",4
"VID_15666",4
"VID_20082",3
"VID_23470",3
"VID_15347",10
"VID_23453",4
"VID_10613",3
"VID_20155",5
"VID_7919",4
"VID_289",7
"VID_16248",3
"VID_15023",4
"VID_5776",7
"VID_7234",4
"VID_15841",2
"VID_23258",6
"VID_3322",5
"VID_3510",6
"VID_4057",4
"VID_8683",3
"VID_12924",4
"VID_19014",7
"VID_4319",9
"VID_9574",7
"VID_4942",4
"VID_12485",4
"VID_18915",4
"VID_23465",3
"VID_5395",4
"VID_4252",5
"VID_18134",3
"VID_4898",3
"VID_21615",2
"VID_9433",4
"VID_2216",108
"VID_17785",3
"VID_17327",3
"VID_20818",3
"VID_7475",3
"VID_20723",4
"VID_22157",4
"VID_7481",4
"VID_7159",4
"VID_16515",13
"VID_274",3
"VID_14701",6
"VID_20123",15
"VID_4368",3
"VID_4574",3
"VID_1576",5
"VID_11992",3
"VID_19868",6
"VID_8342",3
"VID_22655",9
"VID_20712",3
"VID_9138",4
"VID_7699",225
"VID_8951",4
"VID_1392",2
"VID_14808",4
"VID_8128",6
"VID_18170",6
"VID_8311",5
"VID_14550",5
"VID_4758",3
"VID_6557",3
"VID_9116",4
"VID_14788",6
"VID_10195",4
"VID_23618",2
"VID_5136",3
"VID_12134",4
"VID_17456",4
"VID_9063",5
"VID_16340",4
"VID_17438",7
"VID_1902",4
"VID_14458",3
"VID_17375",4
"VID_10451",4
"VID_7080",2
"VID_3016",6
"VID_6470",3
"VID_14853",3
"VID_11188",5
"VID_22628",10
"VID_5270",3
"VID_21273",11
"VID_19242",8
"VID_9996",6
"VID_17881",5
"VID_13545",4
"VID_11130",3
"VID_23259",3
"VID_2417",4
"VID_3411",4
"VID_3485",5
"VID_5738",3
"VID_3521",5
"VID_21357",10
"VID_6801",4
"VID_10981",4
"VID_19985",6
"VID_22074",6
"VID_6537",4
"VID_16778",6
"VID_18279",3
"VID_19019",3
"VID_11725",4
"VID_21493",4
"VID_3640",7
"VID_18272",4
"VID_8331",4
"VID_16857",3
"VID_9041",5
"VID_12401",4
"VID_18782",3
"VID_10823",9
"VID_14699",4
"VID_20306",15
"VID_5710",3
"VID_8172",3
"VID_15062",5
"VID_9296",3
"VID_7831",5
"VID_4970",3
"VID_9255",5
"VID_23467",3
"VID_16581",3
"VID_12488",11
"VID_4011",4
"VID_3927",4
"VID_5578",5
"VID_23153",3
"VID_12895",4
"VID_13203",5
"VID_5749",4
"VID_200",2
"VID_4163",3
"VID_17426",5
"VID_16544",2
"VID_2305",2
"VID_553",5
"VID_9506",2
"VID_6496",3
"VID_5699",6
"VID_16734",4
"VID_14600",3
"VID_15112",4
"VID_16954",3
"VID_18478",3
"VID_19389",3
"VID_1348",2
"VID_1000",2
"VID_16959",3
"VID_23681",3
"VID_14417",6
"VID_10784",5
"VID_8487",9
"VID_17040",6
"VID_16396",4
"VID_15957",3
"VID_22207",15
"VID_17528",4
"VID_15385",4
"VID_16682",5
"VID_661",11
"VID_13687",4
"VID_1438",6
"VID_13332",4
"VID_14000",9
"VID_7402",4
"VID_21416",13
"VID_1396",7
"VID_2133",3
"VID_3603",6
"VID_10454",2
"VID_491",5
"VID_4490",4
"VID_15588",3
"VID_13366",5
"VID_8288",5
"VID_21621",3
"VID_19232",9
"VID_20718",2
"VID_5949",5
"VID_16403",2
"VID_7954",6
"VID_441",4
"VID_12114",4
"VID_8224",6
"VID_2998",3
"VID_2676",3
"VID_678",5
"VID_16659",3
"VID_1294",4
